epoch,train_loss,train_accuracy,train_f1,train_precision,eval_loss,eval_accuracy,eval_f1,eval_precision
0,2.331616243022082,16.03159851301115,0.12442420163013614,0.13285764071161424,2.1880527980381475,23.74682029028879,0.30843025069992264,0.7793049365883422
1,2.141747840865985,26.088135068153655,0.2351446122555593,0.2772011611745391,1.5562092709395052,50.26185844794694,0.6272386283127019,0.9780961643972268
2,1.8974336851042,38.11183395291202,0.36575837082262813,0.42923527165835923,1.1316900745081042,64.94089479744657,0.7559679392408278,0.9978883715416711
3,1.7603407105548674,44.536090458488225,0.434997213224697,0.501561624322429,0.8946041129011069,72.09337123475281,0.8104575912309578,0.997218045946162
4,1.6370116494402123,50.3949814126394,0.4943256798960729,0.5639436142776061,0.8346979498916733,73.15576837549091,0.8146498170101114,0.988568980024913
5,1.5544341756804134,53.9614312267658,0.5336540989473012,0.6052701359247594,0.7832356087733007,74.62217566846785,0.8370069447941887,0.9984714948376477
6,1.457510861026901,58.801889714993806,0.5831925925519397,0.650290739568157,0.5717992187259834,84.10893312186231,0.9014125796900542,0.999253436224108
7,1.3865776237058818,61.880421313506815,0.6159893607718534,0.6808275505301521,0.5060342824443022,86.06913063052741,0.9157934010815498,0.9990186542969725
8,1.33567347446782,64.15737298636927,0.6391405856034303,0.7028268964229696,0.49636764969990566,85.36585367109431,0.910208326390778,0.9989845333478432
9,1.294104293007242,66.18262081784387,0.6582559934863135,0.7204487141232022,0.49055844713930563,85.72497382214661,0.9143819376016111,0.9984309869391421
10,1.2643677932031387,67.20492565055763,0.6695183192606747,0.7304245307004366,0.5160862254415036,83.42061948283924,0.8979531098529878,0.9987181405556386
11,1.2258348789947775,69.1914498141264,0.6906827823603712,0.7492162564304758,0.44364965903835707,86.81729762767864,0.9174935266939379,0.9992447788632137
12,1.2040571520171939,70.10145600991326,0.6995380704958745,0.7555564578827829,0.4431431036803174,88.597935059676,0.9323385303821546,0.9985032773600782
13,1.1766275439268299,71.34061338289963,0.7119471657498151,0.7677154787720543,0.46971881568886714,85.87460721575462,0.9147638137285128,0.9989066786373384
14,1.1529634654004925,72.35130111524164,0.7212760306566508,0.7763601924760141,0.38266653028519837,89.37602873303729,0.9365391711163262,0.99920818993466
15,1.1361259797396417,72.93990086741016,0.7277514901135771,0.7817953223244809,0.3552673028718742,90.46835253229045,0.9445629011626218,0.9993852561224998
16,1.1215471411874007,73.66790582403965,0.735536269048996,0.7904417177506162,0.3513406961420491,90.7227293120411,0.9455910260430842,0.9990662875953913
17,1.096468300772127,74.81025402726146,0.7472131211390619,0.7990394697120999,0.357085518738511,90.28879245448108,0.9427669045305023,0.9987370941194075
18,1.0852759549904343,75.352385377943,0.7539852137923544,0.8061452854465175,0.3446574770064656,90.84243603229308,0.9464979493306047,0.998950072322809
19,1.0718619556084295,75.84030359355638,0.7578914395578804,0.8069016234995556,0.33543774585925085,91.12673948711216,0.9494576616686765,0.9993230870082582
20,1.0510555974022016,76.88584262701363,0.7679239800445895,0.8149993026387069,0.3141078718422452,92.06942989561135,0.9546309634780857,0.9991435269304489
21,1.0315944761444054,77.75712515489467,0.7764813383765208,0.8216543658951889,0.31198177545633965,91.97964984757377,0.9537614170179209,0.9992228131985726
22,1.0243572885957644,77.9042750929368,0.7798669275959117,0.8263140231309373,0.29858966418124594,92.24898997513313,0.9551253132240533,0.9989994966876607
23,1.006214512768288,78.79104708798017,0.7870307327496187,0.8315012805631998,0.2945409156365361,92.44351340931333,0.956685449973438,0.9988835092119545
24,1.001315197758515,78.85687732342008,0.7893986929027061,0.8356187184399306,0.2949024083620414,92.74278017940519,0.9577996205831368,0.9990818598330193
25,0.9815036316934276,79.84045848822801,0.7981499694139691,0.8419051678606748,0.27813514218472374,93.29642376064201,0.9617172573015337,0.9989471249982996
26,0.9746805782507195,80.192843866171,0.8015010186133665,0.8429641148942957,0.2937646371312579,92.93730360216925,0.9599259025047269,0.9990699571763465
27,0.9606482763272679,80.80080545229244,0.8077119013034696,0.8505422947947339,0.27328544153204654,93.41613047461514,0.9623217845958874,0.9988178961544217
28,0.9483806160746011,81.46685254027261,0.8140224798635118,0.854321147838805,0.27038907592710076,93.71539727096409,0.9647416494159868,0.9988515636690108
29,0.9506839756776557,81.28872366790583,0.8132256054047874,0.8547639935360662,0.2536270535671834,94.34385755699623,0.9680177687982,0.9989934400977346
30,0.9376478844415743,81.52106567534076,0.8155948477579056,0.8565614782651257,0.24759400030479592,94.64312433622098,0.9696109322095732,0.998702286540832
31,0.9228652122590917,82.4620508054523,0.8237322533483861,0.8612897345065093,0.2518689173719545,94.47852760165391,0.9689222126178448,0.9988839842386154
32,0.9126305049827699,82.93060718711277,0.8286274102546335,0.8652447201703707,0.22910510362773245,94.91246447919211,0.9714221680918204,0.9990410993066985
33,0.9129762659876468,82.8996282527881,0.8292641377831327,0.8675486917993893,0.22993422434855484,95.10698788026555,0.9725977640885878,0.9987580427951519
34,0.8983275692406788,83.54244114002478,0.8356221950979853,0.8719042746459109,0.2252043099187902,94.88253779042432,0.9702791422487237,0.99824932162954
35,0.8914872210708249,83.98389095415118,0.8399903057609248,0.8771084212969674,0.2162522909064395,95.64566812568059,0.9757703927747614,0.9990722729313182
36,0.8872841421556296,83.8018897149938,0.8380209255800899,0.8731994570081223,0.2295523120242822,95.09202453873569,0.972416650066566,0.9990381519821891
37,0.8868709496849089,83.92580545229244,0.8389112295889274,0.8748393414808379,0.22028614450639084,95.49603471380676,0.97516377891253,0.999178441390023
