epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,0.511773876255509,83.7821108016094,0.8382486777368529,0.8378211080160941,0.8377595362486061,0.1919120914468183,93.95481071375131,0.9405318437938068,0.9395481071375131,0.9396001368565386
2,0.1417920138019318,95.61668214175178,0.9562452046031066,0.9561668214175177,0.9561954547305798,0.11368083179645885,96.24420170582074,0.9629915749193639,0.9624420170582074,0.9624159115209877
3,0.0774402849734203,97.66326214794181,0.9766478788677057,0.9766326214794181,0.9766351213621458,0.10710147608054285,96.453688463265,0.9654867895065319,0.96453688463265,0.9646095608375587
4,0.04816120524877173,98.64206128133705,0.9864242082045023,0.9864206128133705,0.9864207964317352,0.08024965044441011,97.60586562920844,0.9762363592440314,0.9760586562920844,0.9759932767465196
5,0.0392174475169987,98.81615598885794,0.9881673483833486,0.9881615598885793,0.9881623258982583,0.06996983271100538,97.99491246446206,0.9801521028037444,0.9799491246446207,0.9798607437443002
6,0.031203893996577414,99.08310120705664,0.9908323415353792,0.9908310120705663,0.9908311421324714,0.06356495148392895,98.26425258117612,0.9826982695984035,0.9826425258117611,0.9826491313047957
7,0.02532008609422305,99.30748994119467,0.9930751561880973,0.9930748994119468,0.9930745695947767,0.060684528933094124,98.53359269789017,0.9854269039573208,0.9853359269789017,0.9853313518655659
8,0.02021663175489095,99.40420922315073,0.994041693691465,0.9940420922315073,0.9940407638699124,0.06087467184406096,98.53359269789017,0.9855171179408987,0.9853359269789017,0.9853791530885808
9,0.01896364489602039,99.4661095636026,0.9946618448067367,0.994661095636026,0.9946612899590627,0.05848163545011697,98.47373933862038,0.9847665816703485,0.9847373933862038,0.9847262493897984
10,0.016738079884201226,99.4854534199938,0.9948556855530745,0.9948545341999381,0.9948547855710113,0.07244263854008848,98.21936256172377,0.9825076272193747,0.9821936256172378,0.9822079249433935
11,0.015660279807907043,99.52414113277624,0.9952414965401112,0.9952414113277623,0.9952411026680713,0.05924869364816776,98.50366601825527,0.9850796456632935,0.9850366601825528,0.9850235763363975
12,0.015060047565791346,99.54735376044569,0.9954757272755465,0.9954735376044568,0.995474214006562,0.060012261776666284,98.36899595989824,0.9837766829301994,0.9836899595989825,0.9836854897973775
13,0.016957634149473943,99.45837202104612,0.994586829285941,0.9945837202104612,0.994584592713237,0.07120665645053476,98.0697291635493,0.9811474757304861,0.980697291635493,0.9807157873720628
14,0.014688355834078126,99.57830393067162,0.9957837083369258,0.9957830393067162,0.9957830808296549,0.06245685267742524,98.33906928026336,0.9835886987941057,0.9833906928026336,0.9833832227598645
15,0.01018832644405132,99.66341689879295,0.9966341059003605,0.9966341689879294,0.9966339457527876,0.05900247254148717,98.45877599880293,0.9846863553035101,0.9845877599880293,0.9846011043264316
16,0.014557664651322518,99.55122253172392,0.9955127891733117,0.9955122253172393,0.9955122612923023,0.09338323309757057,97.51608559030376,0.9762694871346738,0.9751608559030376,0.9749429028890669
17,0.008048643434707178,99.76787372330548,0.9976790088035784,0.9976787372330548,0.9976787701436416,0.05942226362716505,98.66826275624719,0.9867511532884723,0.9866826275624719,0.9866600883725979
18,0.011579425959507448,99.62859795728876,0.9962876510451607,0.9962859795728877,0.9962865049341916,0.10585115093761671,97.48615891066886,0.976139676014469,0.9748615891066886,0.974847656779149
19,0.008823919928330306,99.71757969668833,0.9971760462809512,0.9971757969668833,0.997175710851339,0.12348299366060715,96.52850516235223,0.9676263751794312,0.9652850516235224,0.9653245834077248
