epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,0.2321196814283558,92.40947075208913,0.9241667351892183,0.9240947075208914,0.924108513574183,0.07555395930629875,97.45623223103397,0.9749411062268234,0.9745623223103397,0.9745654705612499
2,0.0467586309839797,98.48731043020737,0.984878760239812,0.9848731043020736,0.9848756512865965,0.07471122227465236,97.8153523866527,0.9783753304864427,0.978153523866527,0.9781054273976788
3,0.03488498513081092,98.87031878675333,0.9887050395032532,0.9887031878675333,0.9887037720831074,0.06363367387366253,98.42884931916804,0.9845515151086621,0.9842884931916804,0.9842849075862506
4,0.02196801998522627,99.35391519653358,0.9935388136486842,0.9935391519653358,0.9935386915786015,0.1267138393192681,96.7379919197965,0.9702478960827926,0.967379919197965,0.9677583840921745
5,0.029508649168035743,99.03280718043949,0.9903275561236102,0.990328071804395,0.9903275178635934,0.08816774998985248,97.71060900793057,0.977657364936011,0.9771060900793057,0.9771186122194631
6,0.025752693361632845,99.23011451562984,0.9923011636361069,0.9923011451562984,0.992300830575062,0.06851897161243029,98.44381265898548,0.9845096292644429,0.9844381265898549,0.9844276397160422
7,0.02074705325677224,99.33070256886413,0.9933068867295253,0.9933070256886413,0.993306616287281,0.059211506219730405,98.53359269789017,0.985558589248035,0.9853359269789017,0.9853589981172597
8,0.020346941707893283,99.38099659548128,0.9938111571567753,0.9938099659548127,0.9938100197757955,0.06729457275755665,98.50366601825527,0.9851017994257305,0.9850366601825528,0.985042222862245
9,0.013680602690406642,99.54735376044569,0.9954746364337577,0.9954735376044568,0.9954737865564974,0.05407678240250892,98.74307945533442,0.987494412883702,0.9874307945533443,0.98744529197582
10,0.015545710632746613,99.55122253172392,0.995512410742512,0.9955122253172393,0.9955117555390635,0.0659398557984497,98.36899595989824,0.983798661555991,0.9836899595989825,0.9836653353313702
11,0.020282345714064495,99.34230888269886,0.9934225973094701,0.9934230888269886,0.9934226458987849,0.05820839348854805,98.83285949423912,0.9883644630693948,0.9883285949423911,0.9883309006036949
12,0.010892723664821831,99.62472918601053,0.9962473927930022,0.9962472918601052,0.9962471560806594,0.06150475561094472,98.53359269789017,0.9855184290510449,0.9853359269789017,0.985340480575921
13,0.017852911785178845,99.45063447848963,0.9945071553690138,0.9945063447848963,0.9945064713156543,0.0603151569958607,98.69818943588209,0.9870027731497469,0.9869818943588209,0.9869829094677331
14,0.014130268536164742,99.52414113277624,0.9952410051163176,0.9952414113277623,0.9952409389095644,0.07942960365306544,98.39892263953314,0.9841184601352732,0.9839892263953315,0.9839921627228201
15,0.010709224172773263,99.64794181367998,0.996479695435086,0.9964794181367997,0.9964794237831452,0.07872808854318039,98.3540326200808,0.9839339386993485,0.983540326200808,0.9835374817852652
16,0.015104673577659378,99.52800990405447,0.9952799972048505,0.9952800990405447,0.9952796086031128,0.08154294474078842,98.4138859793506,0.984393116475433,0.9841388597935059,0.9841756585087044
17,0.01090867321378113,99.65567935623646,0.9965564611755411,0.9965567935623646,0.9965564885577265,0.06884565618550016,98.3540326200808,0.9836263350870292,0.983540326200808,0.9835549306021759
18,0.014931919979421695,99.54348498916744,0.9954360578444542,0.9954348498916744,0.9954353071109651,0.05674397272806768,98.78796947478678,0.9879574392609912,0.9878796947478677,0.9878966095670181
19,0.007333943897311717,99.78721757969669,0.9978724553130776,0.9978721757969669,0.9978721511120615,0.07187616207104192,98.11461918300165,0.981856325888386,0.9811461918300165,0.9812335491357993
