epoch,train_loss,train_top1,train_f1,train_precision,eval_loss,eval_top1,eval_f1,eval_precision
38,0.8730133048072919,84.51827757125155,0.8455190382691502,0.8809589871654226,0.2076194662632529,95.8701182229423,0.9769050199109464,0.9989001945234176
39,0.87373217862778,84.5724907063197,0.8460989129704141,0.880490740908376,0.2060215691552982,95.78033818860406,0.9765175777768266,0.99906229737144
40,0.8632841294139735,84.95972738537795,0.8499833241840469,0.883310544762101,0.2053715792420059,95.88508154106911,0.9771715989345692,0.998968323063041
41,0.8553100434377734,85.32760223048327,0.8534906114439098,0.8859051897649706,0.20296708463320345,96.07960495869592,0.9782498013485036,0.9988935063639537
42,0.8508789071067706,85.432156133829,0.8550445250118665,0.8884619744198048,0.2007069936523569,96.03471496093421,0.9778658946179629,0.99906229737144
43,0.8428381093520362,85.8271375464684,0.8589003200204501,0.8903240394295227,0.19748587144914187,96.46865181564019,0.9806569103562947,0.9990872362711357
44,0.8383847699584867,86.21050185873607,0.8626997426557227,0.8946423793833186,0.1950255159746293,96.19931170349258,0.9790937626146873,0.9992219063294926
45,0.8367653211401003,86.0672242874845,0.8608311928448564,0.8923210351881368,0.19560592401603838,96.30405507764826,0.9795722100070626,0.9989997881812935
46,0.8331738488824837,86.49318463444858,0.8649498581866473,0.8952119888922866,0.1922388844338074,96.49857849984153,0.9808321222296346,0.9991747005550685
47,0.8416999512002371,85.90458488228005,0.8595385376080658,0.8914799786343705,0.1920544403533673,96.6033218739972,0.9813085454865181,0.9991747005550685
48,0.8345689266144565,86.13305452292441,0.8611887192182921,0.8916334763482756,0.18959448797053854,96.52850517947643,0.9807544665131147,0.9989288742580676
49,0.8312663667116319,86.442843866171,0.8641968056883307,0.8940800564057995,0.189623317496605,96.75295525048105,0.9819453967295808,0.9990048407375954
50,0.8283019138977873,86.33054522924411,0.8637122481660683,0.8944880602582739,0.18732484962864226,96.66317523783344,0.9817202494658882,0.9991607088606937
51,0.8267558646911138,86.73327137546468,0.8680051451293582,0.8994903063298745,0.1912679276690411,96.55843185454486,0.9811447311995569,0.9991747005550685
52,0.8231428919967074,86.67905824039653,0.866439216276847,0.8968436550627533,0.1831247552718728,96.76791861198913,0.9821426307378991,0.9990735198763031
53,0.8300810509454806,86.5551425030979,0.8658187806078621,0.8962484921883151,0.18705568021684818,96.57339519892876,0.9811761517847771,0.9991747005550685
54,0.8208129989465669,86.88042131350682,0.8689018652931277,0.8990145622783864,0.18192080630525473,97.02229539345218,0.9835601301859932,0.999207914635118
