epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1
1,0.2922297798682849,90.93546889507893,0.9101435660369711,0.9093546889507892,0.9095364343568885,0.06677789046024545,97.72557234774801,0.9773659405726126,0.9772557234774801,0.9772309304974777
2,0.06233704248855437,98.08882698854843,0.9808924474262496,0.9808882698854844,0.9808889107054306,0.043402602823602573,98.83285949423912,0.9883884760249089,0.9883285949423911,0.9883277040820353
3,0.035927761802467116,98.98251315382235,0.9898349757859063,0.9898251315382235,0.9898263171407456,0.043305737283496536,98.86278617387401,0.9886445955707209,0.9886278617387401,0.9886179133971307
4,0.02348391544893159,99.30362116991644,0.9930395432483893,0.9930362116991643,0.9930372895440851,0.04935972265620102,98.71315277569954,0.9871587132100457,0.9871315277569953,0.9871198852668503
5,0.021645210594160705,99.33070256886413,0.9933079648667982,0.9933070256886413,0.9933070259234944,0.04371574180186852,98.93760287296125,0.9894102289123271,0.9893760287296125,0.9893722531606872
6,0.0164723846194469,99.51640359021975,0.9951633617403617,0.9951640359021975,0.9951628615176278,0.10751850521551277,96.97740535687565,0.9717926211482376,0.9697740535687566,0.9692968573665777
7,0.018648732399166992,99.40807799442896,0.9940819715576054,0.9940807799442897,0.9940811744495609,0.049315919742037924,98.80293281460422,0.988061743616069,0.9880293281460422,0.9880265116492805
8,0.016936031652105037,99.4661095636026,0.9946628579473493,0.994661095636026,0.9946612778796312,0.04833639212100164,99.02738291186593,0.9902894793847093,0.9902738291186592,0.9902665045923913
9,0.012861674139628911,99.60925410089756,0.9960930544462598,0.9960925410089756,0.9960926567939309,0.06280678979661868,98.57848271734251,0.9859113695943001,0.9857848271734251,0.985773828564032
10,0.014738319558656694,99.5589600742804,0.9955911509316828,0.9955896007428041,0.9955902208393295,0.05088707557138249,98.80293281460422,0.9880636410687141,0.9880293281460422,0.9880250054950211
11,0.009267359025205722,99.74079232435778,0.9974081397951013,0.9974079232435779,0.9974078530669936,0.058879357553513985,98.84782283405656,0.9884779960292961,0.9884782283405656,0.9884515234974152
12,0.011220951704832638,99.6866295264624,0.9968667227296082,0.996866295264624,0.9968663179458319,0.05696514002340204,98.90767619332635,0.9891053806556832,0.9890767619332635,0.9890693365990217
13,0.009217953354605513,99.67115444134943,0.9967128663001392,0.9967115444134943,0.996711926519185,0.06576549741905853,98.86278617387401,0.988751591808113,0.9886278617387401,0.9886180562412532
