epoch,train_loss,train_top1,train_f1,train_precision,eval_loss,eval_top1,eval_f1,eval_precision
38,0.87252933348274,84.51053283767038,0.845343191806118,0.8808056640712316,0.20639571809276355,96.01975162111677,0.9779507553964181,0.9990786857912399
39,0.8732287747857,84.4872986369269,0.8449303197180491,0.8797868837628365,0.20500341277626946,95.92997158677854,0.9772624237841314,0.9989824928924136
40,0.8632691389566017,85.14947335811648,0.8521184690761987,0.8864544609665418,0.20351591360670676,95.95989824015635,0.9774084714678013,0.9989248581235712
41,0.8535079500341356,85.47862453531599,0.8549755099749893,0.8876311533752294,0.20348770620133302,95.98982491979123,0.9777401296000079,0.9989248581235712
42,0.8499075282166586,85.52896530359355,0.8564642118347386,0.8900192428131541,0.20208342857441466,95.97486160623087,0.9775751314534691,0.9989139109182502
43,0.8422851188032158,85.84262701363073,0.8582907938227224,0.8887732347595273,0.19393322851938632,96.37887178130195,0.9802535385084802,0.9992682214289276
44,0.838655373125419,86.3111833952912,0.862945930222815,0.8939377008266415,0.19793803462114554,96.1993116772355,0.9789688162639555,0.9988640331188587
45,0.8360008924571702,86.24922552664188,0.8622579512473401,0.8930341192393932,0.1935386727281839,96.40879846093684,0.9801285915229732,0.9988423816195774
46,0.8308400899504197,86.43897149938041,0.8644133043282143,0.8956895500633895,0.19118443819535771,96.55843185911131,0.9811683803402313,0.9991747005550685
47,0.8416716013256059,85.8736059479554,0.858667220907815,0.8901446421195488,0.19316231644333756,96.49857849984153,0.9805977800317202,0.9989128421082634
48,0.8326968192463323,86.2879491945477,0.8630728493278482,0.894397569528261,0.1878665004655235,96.43872514057173,0.9803859290205923,0.999149761655373
49,0.8294189903963601,86.43509913258984,0.8642196608118402,0.8944445003227534,0.1903221942289279,96.46865182020663,0.980596138998648,0.9991312356155989
50,0.8267650651518149,86.50480173482032,0.865374616660257,0.8953128548272608,0.1848615140333765,96.72302857084615,0.982086275922053,0.9991312356155989
51,0.8262497866168489,86.74876084262701,0.867776193580552,0.8988681837833792,0.18982921316205215,96.48361516002407,0.9806538554659792,0.9990350427167723
52,0.8225709442903266,86.81459107806691,0.8679366216965074,0.8982264085133509,0.18405082280918025,96.81280863600792,0.9822463901131051,0.9989600478826873
53,0.828151375239962,86.43122676579925,0.864549094048323,0.8948694283179645,0.18492641119913802,96.6931018957777,0.981769768259478,0.9990350427167725
54,0.8218981876249207,86.86880421313506,0.868569017886909,0.8979757370237148,0.18155365467927742,96.9923686875602,0.9836616311490014,0.9994093043472065
